npsn,nama_sekolah,alamat,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0100372E7,SDN Bungur 03 Pg.,Jl. Angsana No. 4,S e n e n,302.0,12.0,"Maman Sukmana, MM",(021) 42878423,Baik,A
2.0100373E7,SDN Bungur 04 Pt.,Jl. Angsana No. 4,S e n e n,193.0,9.0,"Hardi Priyono, S. Pd.",(021) 4220133,Baik,B
2.0104259E7,SDN Cakung Barat 01 Pg.,Jl. Raya Bekasi Km. 23,Cakung,333.0,12.0,"SULASTRININGSIH, S.Pd",(021) 46830665,Padat/Kumuh,A
2.0104258E7,SDN Cakung Barat 02 Pg.,Jl. Raya Bekasi Km. 23,Cakung,321.0,12.0,"Sentot Widjajanto, S.Pd",(021) 46825654,Padat/Kumuh,A
2.0104257E7,SDN Cakung Barat 03 Pg.,Jl. Raya Bekasi Km. 23,Cakung,286.0,11.0,AKH JAWAHIR,(021) 4618243,Banjir,A
2.0104256E7,SDN Cakung Barat 04 Pg.,"Jl. Tipar, Cakung",Cakung,691.0,24.0,"HENNY KUSTINI, S.Pd.MM",(021) 46835280,Baik,A
2.0104255E7,SDN Cakung Barat 05 Pg.,Jl. Raya Bekasi Km. 23,Cakung,314.0,12.0,"NURSANTUN SILITONGA, S.Pd",(021) 46825653,Padat/Kumuh,A
2.0104271E7,SDN Cakung Barat 06 Pg.,Jl. P. Komarudin RT004/RW03,Cakung,281.0,10.0,Hj.Ning Endang Triasih S.Pd,(021) 46820556,Padat/Kumuh,B
2.0104272E7,SDN Cakung Barat 07 Pg.,Jl. P. Komarudin,Cakung,290.0,12.0,"Drs. BARITA SITINDAON. S, Sm.H",(021) 46825241,Padat/Kumuh,B
2.0104273E7,SDN Cakung Barat 08 Pg.,"Jl. Tipar No. 77, Cakung",Cakung,607.0,23.0,"SUPRIYANTO, S.Pd",(021) 4601946,Padat/Kumuh,B
2.0104288E7,SDN Cakung Barat 10 Pt.,Jl. Raya Bekasi Km. 23,Cakung,341.0,14.0,"Drs.Nana Suryana,MM",(021) 46824273,Padat/Kumuh,B
2.0104287E7,SDN Cakung Barat 11 Pt.,Jl. P. Komarudin RT004/RW03,Cakung,282.0,12.0,"Hj. Yuli Wuryantini, S.Pd",(021) 46820313,Baik,B
2.0104286E7,SDN Cakung Barat 12 Pt.,Jl. Raya Bekasi Km. 23,Cakung,143.0,8.0,"USIANAAN RAJAGUKGUK, S.Pd",(021) 46834249,Padat/Kumuh,A
2.0104285E7,SDN Cakung Barat 13 Pg.,Jl. Raya Bekasi Km. 23,Cakung,324.0,15.0,"Hj. Ely Yuniarti, S.Pd",(021) 46823021,Padat/Kumuh,A
2.0104283E7,SDN Cakung Barat 15 Pg.,"Jl. Tipar Kp. Baru, Cakung",Cakung,648.0,25.0,"SUDARMAN, S.Pd",(021) 4606141,Padat/Kumuh,B
2.0104281E7,SDN Cakung Barat 17 Pg.,"Jl. Tipar, Cakung",Cakung,332.0,15.0,"NANI SUMARNI, MMPd",(021) 46822327,Baik,B
2.010428E7,SDN Cakung Barat 18 Pt.,Jl. Raya Bks Km. 23,Cakung,170.0,8.0,"RITA SIRAIT, S.Pd",(021) 46820758,Padat/Kumuh,A
2.0104279E7,SDN Cakung Barat 22 Pt.,Jl. P. Komarudin,Cakung,266.0,11.0,ENDANG DWI HARTININGSIH,(021) 46820425,Baik,B
2.0104278E7,SDN Cakung Timur 01 Pg.,Jl. Raya Bekasi Km. 25,Cakung,292.0,13.0,"Suparyati, S.Pd",(021) 46825449,Padat/Kumuh,B
2.0104277E7,SDN Cakung Timur 02 Pg.,Jl. Tambun Rengas RT02/RW07,Cakung,292.0,14.0,"Drs.KUSNADI, M.M.Pd",(021) 44852448,Baik,A
2.0104276E7,SDN Cakung Timur 03 Pg.,Jl. Kayu Tinggi,Cakung,424.0,14.0,,(021) 4607435,Baik,A
2.0104275E7,SDN Cakung Timur 04 Pg.,Jl. Kayu Tinggi,Cakung,394.0,17.0,MASNAN GUNAWAN,(021) 46828048,Baik,A
2.0104274E7,SDN Cakung Timur 05 Pg.,Jl. Tambun Rengas,Cakung,396.0,16.0,"ETY ROSNIAWATY, M.Pd",(021) 44851396,Baik,B
2.0104254E7,SDN Cakung Timur 06 Pg.,Jl. Kayu Tinggi,Cakung,450.0,17.0,"Drs. Wawan Setiawan, MM",(021) 46822495,Baik,A
2.0104328E7,SDN Cakung Timur 07 Pt.,Jl. Raya Bekasi Km. 25,Cakung,333.0,13.0,"Suyanti, S.Pd.",(021) 46826945,Padat/Kumuh,B
2.0104404E7,SDN Cakung Timur 08 Pt.,Jl. Kayu Tinggi,Cakung,268.0,10.0,"ROSLIANI,S.Pd.MM.",(021) 46830954,Baik,B
2.0109211E7,SDN Cakung Timur 09 Pg.,Jl. Kayu Tinggi,Cakung,361.0,13.0,"Drs. SUPARLAN,MM.",(021) 46821087,Baik,A
2.0104384E7,SDN Cakung Timur 10 Pg.,Jl. Kayu Tinggi,Cakung,448.0,17.0,"Drs.Wawan Setiawan, MM",(021) 46823684,Baik,A
2.0104383E7,SDN Cawang 01 Pg.,Jl. Dewi Sartika No. 200,Kramat Jati,428.0,21.0,"Hj. Siti Rostina Susilawati, S",(021) 8017231,Baik,A
2.0104381E7,SDN Cawang 03 Pg.,Jl. Taman Harapan,Kramat Jati,335.0,13.0,"IIS HERNIATI, S.Pd",(021) 8097431,Baik,A
2.010438E7,SDN Cawang 04 Pg.,Jl. Ja'ani Nasir,Kramat Jati,213.0,11.0,Anang Fazri,(021) 8012011,Baik,B
2.0104379E7,SDN Cawang 05 Pg.,Jl. Dewi Sartika No. 200,Kramat Jati,388.0,17.0,"Karyono, M.Pd",(021) 8014034,Baik,B
2.0104377E7,SDN Cawang 07 Pg.,Jl. Ja'ani Nasir,Kramat Jati,142.0,8.0,"CICILIA TRANGSASI,S.Pd",(021) 8001826,Baik,B
2.0104376E7,SDN Cawang 08 Pg.,Jl. Ja'ani Nasir,Kramat Jati,165.0,10.0,"Dra. ERMI YUNIARTI, M.Pd",(021) 8093523,Baik,B
2.0104375E7,SDN Cawang 09 Pg.,Jl. Mesjid Bendungan III,Kramat Jati,201.0,10.0,"NANA RUHYANA, SH",(021) 8094642,Baik,A
2.0104374E7,SDN Cawang 10 Pg.,Jl. Mesjid Bendungan III,Kramat Jati,203.0,11.0,"SANUN,S.Sos.M.Th",(021) 80872408,Baik,A
2.0104373E7,SDN Cawang 11 Pg.,Jl. Cawang III,Kramat Jati,99.0,8.0,"Romasni Malau G, M.Pd",(021) 80882961,Padat/Kumuh,B
2.0104372E7,SDN Cawang 12 Pg.,Belakang RS. UKI,Kramat Jati,127.0,10.0,"Sudaryati, Spd",(021) 8009173,Padat/Kumuh,B
2.0104371E7,SDN Cawang 13 Pg.,Jl. Ja'ani Nasir,Kramat Jati,204.0,10.0,"SUHYO ANDAR HERDANA,S.Pd",(021) 80875453,Baik,A
2.010437E7,SDN Cawang 14 Pg.,Jl. Jaani Nasir,Kramat Jati,200.0,8.0,"B. Praptiningsih, S.Pd.",(021) 8009813,Padat/Kumuh,A
2.0104369E7,SDN Ceger 01 Pg.,Jl. SMP 222,Cipayung,506.0,18.0,Apud Syarifudin,(021) 8451078,Baik,A
2.0104385E7,SDN Ceger 02 Pg.,Jl. Masjid No. 10,Cipayung,702.0,27.0,TAMPING SUDIYONO,(021) 8445131,Baik,A
2.0104482E7,SDN Cempaka Baru 01 Pg.,Jl. Cempaka Baru VII No. 45,Kemayoran,394.0,16.0,"SUPARMI, S. Pd",(021) 4227914,Baik,A
2.0104483E7,SDN Cempaka Baru 02 Pg.,Jl. Cempaka Baru VII No. 45,Kemayoran,363.0,17.0,SRI HARYANI,(021) 42872463,Baik,A
2.0104484E7,SDN Cempaka Baru 03 Pg.,Jl. Harapan Jaya No. 37,Kemayoran,387.0,16.0,"Wahyuning, Spd",(021) 4258619,Baik,B
2.0104485E7,SDN Cempaka Baru 05 Pg.,Jl. Sumur Batu Raya,Kemayoran,310.0,15.0,"Suparsih, S.Pd, M.M",(021) 4262281,Baik,B
2.0104486E7,SDN Cempaka Baru 06 Pt.,Jl. Sumur Batu Raya No. 4,Kemayoran,181.0,11.0,"Rusja, S.Pd",(021) 42886304,Padat/Kumuh,A
2.0104487E7,SDN Cempaka Baru 07 Pg.,Jl. Sumur Batu Raya,Kemayoran,323.0,13.0,"CICIH PURBANINGSIH,M.Pd",(021) 42877022,Baik,B
2.0104488E7,SDN Cempaka Baru 09 Pg.,"Komp. Listrik, Jl. F No. 3",Kemayoran,333.0,18.0,"Drs. Puad Hasim, MM",(021) 42883049,Baik,A
2.0104489E7,SDN Cempaka Baru 11 Pg.,Jl. Remaja II,Kemayoran,333.0,15.0,"CICIH PURBANINGSIH, M.Pd",(021) 42804304,Banjir,A
2.010449E7,SDN Cempaka Baru 12 Pg.,Jl. Remaja II No. 59,Kemayoran,151.0,9.0,SUPARMI,(021) 42876860,Padat/Kumuh,B
2.0104491E7,SDN Cempaka Baru 13 Pg.,Jl. Remaja II No. 57,Kemayoran,232.0,10.0,,(021) 4268390,Padat/Kumuh,A
2.0104492E7,SDN Cempaka Baru 14 Pg.,Jl. Remaja II,Kemayoran,204.0,10.0,ROSIDA,(021) 4209573,Banjir,B
2.0100374E7,SDN Cempaka Putih Barat 01 Pg,Jl. Cempaka Putih Barat II Blok G,Cempaka Putih,205.0,13.0,"MARGARETA PANDIANGAN, M.Pd",(021) 4227073,Baik,A
2.0100375E7,SDN Cempaka Putih Barat 03 Pg,Jl. Pangkalan Asem No. 14,Cempaka Putih,289.0,13.0,"BABAN SOBARNA, S.Pd",(021) 4252793,Baik,A
2.0100376E7,SDN Cempaka Putih Barat 04 Pg.,Jl. Pangkalan Asem No. 14,Cempaka Putih,298.0,13.0,"SUYONO, S. Pd",(021) 4264107,Baik,A
2.0100377E7,SDN Cempaka Putih Barat 05 Pg.,Jl. Cempaka III No. 44,Cempaka Putih,240.0,13.0,ELIZAWATI,(021) 4221441,Baik,A
2.0100378E7,SDN Cempaka Putih Barat 07 Pg.,Jl. Percetakan Negara Raya No. 16,Cempaka Putih,183.0,10.0,"SAMSUDIN, S.Pd, M.Si",(021) 42882185,Padat/Kumuh,B
2.0100393E7,SDN Cempaka Putih Barat 09 Pg.,Jl. Percetakan Negara Raya No. 16,Cempaka Putih,199.0,10.0,"Hj.ESIH SUKAESIH,SPd., M.Si",(021) 4204429,Baik,A
2.0104493E7,SDN Cempaka Putih Barat 11 Pg.,Jl. Cempaka Putih Barat II Blok G No. 07,Cempaka Putih,205.0,10.0,"SAIRAH, S.Pd",(021) 42803933,Padat/Kumuh,A
2.0100506E7,SDN Cempaka Putih Barat 13 Pg.,Jl. Cempaka Putih Barat II Blok G,Cempaka Putih,132.0,10.0,Hj. Hartini,(021) 4214292,Padat/Kumuh,A
2.0100521E7,SDN Cempaka Putih Barat 15 Pg.,Jl. Cempaka Putih Barat XIX,Cempaka Putih,198.0,11.0,KOKOM KOMARIAH,(021) 42880352,Banjir,A
2.0104494E7,SDN Cempaka Putih Barat 16 Pg.,Jl. Cempaka Putih Barat XIX,Cempaka Putih,191.0,8.0,"SRI PURWANTI,S.Pd, M.Si",(021) 42884357,Banjir,A
2.0100522E7,SDN Cempaka Putih Barat 17 Pg.,Jl. Cempaka Putih Barat XIV No. F-15,Cempaka Putih,515.0,26.0,"USMAN, S.Pd. M.Si",(021) 4261148,Baik,B
2.0100523E7,SDN Cempaka Putih Barat 19 Pg.,Jl. Pangkalan Asem Gg. II,Cempaka Putih,212.0,9.0,"PETRUS MURJIMIN, S.Pd",(021) 42878634,Baik,B
2.0100524E7,SDN Cempaka Putih Barat 20 Pg.,Jl. Pangkalan Asem Gg. II,Cempaka Putih,232.0,10.0,"PETRUS MURJIMIN, S.Pd",(021) 4226819,Padat/Kumuh,A
2.0100525E7,SDN Cempaka Putih Barat 21 Pt.,Jl. Cempaka Putih Barat XIX,Cempaka Putih,108.0,10.0,"Hj. MAHRITA RESTI ANGGRIANI, S",(021) 42875570,Banjir,C
2.0100526E7,SDN Cempaka Putih Barat 26 Pt.,Jl. Pangkalan Asem,Cempaka Putih,161.0,9.0,"BABAN SOBARNA, S.Pd",(021) 42880861,Padat/Kumuh,A
2.0100528E7,SDN Cempaka Putih Timur 01 Pg.,Jl. Rawasari Tim. IV No. 2,Cempaka Putih,327.0,13.0,"MAWARNI, S.Pd, MM",(021) 4266276,Baik,B
2.0104497E7,SDN Cempaka Putih Timur 02 Pt.,Jl. Rawasari Tim. IV No. 2,Cempaka Putih,187.0,11.0,SRI PURWANTI,(021) 4259398,Padat/Kumuh,B
2.010053E7,SDN Cempaka Putih Timur 03 Pg.,Jl. Rawasari Barat I,Cempaka Putih,213.0,12.0,"Hj. ROHMIYATI, S.Pd",(021) 4205276,Baik,B
2.0100531E7,SDN Cempaka Putih Timur 05 Pg.,Jl. Rawasari Barat I No. 1,Cempaka Putih,210.0,11.0,MANISEM.S.Pd,(021) 420223,Baik,A
2.0105145E7,SDN Cengkareng Barat 01 Pg.,Jl. Utama Raya No. 41,Cengkareng,300.0,11.0,Amun,(021) 54396697,Baik,A
2.0105146E7,SDN Cengkareng Barat 02 Pt.,Jl. Utama Raya No. 41,Cengkareng,200.0,9.0,"SUYATMI, S.Pd",(021) 54397642,Baik,A
2.0102023E7,SDN Cengkareng Barat 03 Pg.,Jl. Utama Raya No. 41,Cengkareng,416.0,16.0,Mujiono,(021) 6197273,Baik,A
2.0102022E7,SDN Cengkareng Barat 04 Pg.,Jl. Utama Raya No. 41,Cengkareng,189.0,9.0,"Genta Sri, S. Pd",(021) 54397806,Baik,B
2.0105149E7,SDN Cengkareng Barat 05 Pg.,Jl. Utama Raya No. 41,Cengkareng,210.0,13.0,"OMI ROHIMI, S.Pd",(021) 54392281,Baik,A
2.0102034E7,SDN Cengkareng Barat 06 Pt.,Jl. Utama Raya No. 41,Cengkareng,220.0,8.0,"Mia Maemunah, S.Pd",(021) 54370876,Baik,B
2.0105151E7,SDN Cengkareng Barat 07 Pg.,Jl. Rawa Kramat RT04/RW04,Cengkareng,317.0,14.0,IIN MARYANI,(021) 54370891,Banjir,B
2.0105152E7,SDN Cengkareng Barat 08 Pt.,Jl. Rawa Keramat,Cengkareng,233.0,11.0,"SABARLINA, S.Pd",(021) 54370891,Banjir,B
2.0105153E7,SDN Cengkareng Barat 09 Pg.,Jl. Bambu Larangan RT003/RW05,Cengkareng,325.0,11.0,"Meriaty Sihite, MA",(021) 54370954,Padat/Kumuh,A
2.0105154E7,SDN Cengkareng Barat 10 Pg.,Jl. Bambu Larangan No. 26,Cengkareng,367.0,10.0,"DARNI, S.Pd, MM",(021) 54376004,Padat/Kumuh,B
2.0102044E7,SDN Cengkareng Barat 11 Pg.,Jl. Raya Cenderawasih X No. 7,Cengkareng,151.0,9.0,"NURDIESTI, S.Pd",(021) 29440877,Baik,B
2.0105156E7,SDN Cengkareng Barat 12 Pg.,Jl. Utama Raya No. 41,Cengkareng,248.0,11.0,"TUTI IRYANTI, S.Pd",(021) 54367615,Baik,A
2.0105157E7,SDN Cengkareng Barat 13 Pg.,Jl. Jaya No. 25,Cengkareng,438.0,17.0,SYIHABUDIN,(021) 55959379,Banjir,A
2.0105158E7,SDN Cengkareng Barat 14 Pg.,Jl. Jaya VIII RT02/RW10,Cengkareng,410.0,14.0,"SOLIHIN, S.Pd",(021) 5595087,Banjir,B
2.0105159E7,SDN Cengkareng Barat 15 Pg.,Jl. Flamboyan Jaya VIII RT002/RW010,Cengkareng,391.0,13.0,"BETY HERAWATY. ZA, S.Pd",(021) 5556150,Banjir,A
2.010516E7,SDN Cengkareng Barat 16 Pg.,Jl. Flamboyan VI No. 2,Cengkareng,389.0,15.0,"Karmus, S.Pd",(021) 55956819,Baik,A
2.0105161E7,SDN Cengkareng Barat 17 Pt.,Jl. Flamboyan VI,Cengkareng,332.0,13.0,"UMIYATINI, S.Pd",,Baik,A
2.0105162E7,SDN Cengkareng Barat 18 Pg.,Jl. Cenderawasih X No. 7,Cengkareng,332.0,15.0,"YOYOH SOBARIAH, S.Pd",(021) 54392130,Baik,A
2.0105163E7,SDN Cengkareng Barat 19 Pg.,Jl. Rawa Bengkel RT04/RW07,Cengkareng,328.0,10.0,Soepardi,(021) 5446062,Banjir,A
2.010895E7,SDN Cengkareng Barat 20 Pt.,Jl. Jaya VIII,Cengkareng,341.0,12.0,"Suyono,S.Pd",(021) 55962964,Padat/Kumuh,A
2.0105165E7,SDN Cengkareng Timur 01 Pg.,Jl. Daan Mogot Km. 14,Cengkareng,578.0,22.0,"Hj. Sri Suningsih, S.Pd",(021) 54380738,Baik,A
2.0105167E7,SDN Cengkareng Timur 03 Pg.,Jl. Bangun Nusa III No. 21,Cengkareng,328.0,12.0,"Hj. Suharyanti,S.Pd",(021) 5417942,Baik,B
2.0105168E7,SDN Cengkareng Timur 04 Pt.,Jl. Bangun Nusa III RT006/RW02,Cengkareng,227.0,11.0,Hanifah,(021) 5412982,Padat/Kumuh,B
2.0105169E7,SDN Cengkareng Timur 05 Pg.,Jl. Kamal Raya No. 12,Cengkareng,293.0,12.0,SOLEH,(021) 54382207,Baik,B
2.010517E7,SDN Cengkareng Timur 06 Pg.,Jl. Kamal Raya No. 12,Cengkareng,275.0,9.0,"SRI HASTUTI, S.Pd, MM",(021) 54390985,Baik,B
2.0105171E7,SDN Cengkareng Timur 07 Pg.,Jl. Fajar Baru Utara No. 7,Cengkareng,316.0,15.0,"Tarjana, S.Pd",(021) 54374026,Baik,B
2.0105172E7,SDN Cengkareng Timur 09 Pg.,Jl. Fajar Baru Utara No. 41,Cengkareng,377.0,13.0,GIYATNO,(021) 54396865,Baik,A
2.0105173E7,SDN Cengkareng Timur 10 Pg.,Jl. Fajar Baru Selatan,Cengkareng,361.0,9.0,MUNAWAROH,(021) 54373149,Padat/Kumuh,B
2.0102107E7,SDN Cengkareng Timur 11 Pt.,Jl. Fajar Baru Selatan,Cengkareng,246.0,9.0,"H. ZAILANI,S.Pd.I,MM",(021) 54396826,Baik,A
2.0105175E7,SDN Cengkareng Timur 12 Pg.,Jl. Fajar Baru Selatan,Cengkareng,337.0,12.0,"RATNA NURHADIANA, S.Pd",(021) 5449779,Baik,B
2.0105176E7,SDN Cengkareng Timur 13 Pt.,Jl. Fajar Baru Selatan,Cengkareng,256.0,6.0,"Bety Herawaty. ZA, S.Pd",(021) 54396795,Padat/Kumuh,B
2.0105177E7,SDN Cengkareng Timur 14 Pg.,Jl. Bangun Nusa Raya,Cengkareng,429.0,14.0,"Maryati, S.Pd",(021) 5451592,Banjir,A
2.0105178E7,SDN Cengkareng Timur 15 Pg.,Jl . Bangun Nusa Raya,Cengkareng,443.0,17.0,"H. MARZUKI ALFATIRI, S.Ag",(021) 54380289,Banjir,A
2.0102104E7,SDN Cengkareng Timur 16 Pt.,Jl . Bangun Nusa Raya,Cengkareng,292.0,12.0,Hj. ISROWATI,(021) 54397502,Banjir,B
2.010518E7,SDN Cengkareng Timur 17 Pg.,Jl. Angsana Raya No. 46 RT07/RW12,Cengkareng,399.0,13.0,Dra. Tuti Mintarsih,(021) 54394378,Padat/Kumuh,A
2.0105181E7,SDN Cengkareng Timur 18 Pg.,Jl. Angsana Raya,Cengkareng,380.0,13.0,"WIDIYARTI, S.Pd",(021) 54377189,Padat/Kumuh,A
2.0102116E7,SDN Cengkareng Timur 19 Pt.,Jl. Angsana Raya,Cengkareng,372.0,11.0,"Hj. DWI AGUSTINI, S.Pd",(021) 54377139,Padat/Kumuh,A
2.0102117E7,SDN Cengkareng Timur 20 Pt.,Jl. Fajar Baru Utara RT006/RW08,Cengkareng,241.0,7.0,,(021) 54380811,Baik,B
2.0109049E7,SDN Cengkareng Timur 21 Pg.,"Jl. Outer Ring Road Kayu Besar, Cengkareng Timur",Cengkareng,329.0,14.0,"ROHMADIN, M.Pd",(021) 55950977,Baik,A
2.010213E7,SDN Cengkareng Timur 22 Pt.,Jl. Bangun Nusa Raya RT011/RW013,Cengkareng,297.0,11.0,"ANI WISTIYANI, S.Pd",(021) 54380285,Banjir,B
2.0104403E7,SDN Cibubur 01 Pg.,Jl. Masjid Fathul Gofur,Ciracas,476.0,23.0,"Hj. Sri Retnowati, M.Pd",(021) 87706686,Baik,A
2.0104402E7,SDN Cibubur 02 Pg.,Jl. Masjid Fathul Gofur RT002/RW04,Ciracas,466.0,19.0,"Hj. SRI RETNOWATI, M. Pd",(021) 87706530,Baik,A
2.0104401E7,SDN Cibubur 03 Pg.,Jl. Cibubur I,Ciracas,418.0,17.0,"ASMIDA PAKPAHAN, S.Pd.",(021) 8703040,Baik,A
2.01044E7,SDN Cibubur 04 Pg.,Jl. Cibubur I,Ciracas,464.0,18.0,Endah Triwahyulina,(021) 8725514,Baik,A
2.0109115E7,SDN Cibubur 05 Pg.,Jl. Taruna Jaya Cibubur,Ciracas,353.0,16.0,"HJ. TRI ASTUTI, S.Pd",(021) 8734006,Baik,A
2.0108966E7,SDN Cibubur 06 Pt.,Jl. Cibubur I,Ciracas,405.0,17.0,BENNY TAMBA,(021) 87703976,Baik,A
2.0104399E7,SDN Cibubur 07 Pt.,Jl. Cibubur I,Ciracas,415.0,12.0,"ENTIN HARUMTINI,S.Pd",(021) 87713902,Baik,B
2.0104398E7,SDN Cibubur 08 Pt.,Jl. Taruna Jaya,Ciracas,349.0,15.0,"H. Miftahul Hidayat, S.Pd.I",(021) 87752190,Padat/Kumuh,B
2.0108671E7,SDN Cibubur 09 Pg.,Jl. Bulak Ringin,Ciracas,451.0,19.0,"Gokmauli Nainggolan, S.Pd.,MM",(021) 87700841,Baik,A
2.0109151E7,SDN Cibubur 10 Pg.,Jl. Bulak Ringin No. 1A RT06/RW03,Ciracas,442.0,17.0,"Satilah, M.Pd.",(021) 87700833,Baik,A
2.0108672E7,SDN Cibubur 11 Pg.,Jl. Cibubur I,Ciracas,324.0,15.0,"Herwidiastuti,M.Pd",(021) 87717464,Baik,A
2.0108673E7,SDN Cibubur 12 Pt.,Jl. Bulak Ringin,Ciracas,434.0,13.0,Drs. RAMLAN PAKPAHAN,(021) 87714569,Baik,A
2.0104397E7,SDN Cibubur 13 Pt.,Jl. Bulak Ringin,Ciracas,392.0,17.0,"Yahya Kusmayadi, S.Pd",(021) 87714334,Baik,A
2.0104498E7,SDN Cideng 02 Pg.,Jl. Lematang No. 2,Gambir,235.0,12.0,BAHIJAH,(021) 3520748,Baik,A
2.0104499E7,SDN Cideng 04 Pg.,Jl. Cimalaya No. 1,Gambir,246.0,13.0,"Kadori,S.Pd",(021) 34831784,Padat/Kumuh,B
2.01045E7,SDN Cideng 06 Pt.,Jl. Cimalaya No. 1,Gambir,160.0,10.0,"ARHAENI KURNIATY, S.Pd, MM",(021) 38902164,Baik,A
2.0104501E7,SDN Cideng 07 Pg.,Jl. Sangihe No. 26,Gambir,270.0,19.0,"SUPRIYANTO, M.Pd",(021) 63852778,Baik,B
2.0104503E7,SDN Cideng 09 Pg.,Jl. Cimalaya No. 1,Gambir,211.0,10.0,"Rachmah,SPd",(021) 38900274,Baik,B
2.0104504E7,SDN Cideng 10 Pg.,Jl. Cilamaya No. 1,Gambir,179.0,8.0,"PARSIDI, S.Pd",(021) 3446085,Baik,B
2.0104505E7,SDN Cideng 11 Pt.,Jl. Cilamaya No. 1,Gambir,128.0,7.0,DEDE SUKARTINAH,(021) 3446085,Baik,B
2.0104506E7,SDN Cideng 13 Pg.,Jl. Cilamaya No. 1,Gambir,183.0,7.0,,(021) 34831741,Baik,A
2.0103151E7,SDN Ciganjur 01 Pg.,Jl. Damai II,Jagakarsa,440.0,17.0,ETTY KURNIATI,(021) 78880219,Baik,B
2.0103133E7,SDN Ciganjur 02 Pg.,Jl. Warung Sila RT005/RW04,Jagakarsa,266.0,14.0,Dra. FLORA SETIAWATI,(021) 78882312,Baik,A
2.0103115E7,SDN Ciganjur 03 Pt.,Jl. Damai II RT006/RW02,Jagakarsa,308.0,16.0,"Drs.Wawan Karnawan,MM",(021) 78892617,Baik,B
2.0105828E7,SDN Ciganjur 04 Pg.,Jl. H. Montong No. 53,Jagakarsa,425.0,16.0,"IRIYANI, S. Pd",(021) 78892086,Baik,A
2.0103114E7,SDN Ciganjur 05 Pg.,Jl. H. Montong No. 53 RT005/RW02,Jagakarsa,443.0,17.0,"UNTUNG BUDI HARIYANTO, S.Pd",(021) 7874930,Baik,A
2.0103113E7,SDN Ciganjur 06 Pt.,Jl. Warung Sila,Jagakarsa,211.0,11.0,"Slamet, S.Pd",(021) 78892880,Baik,B
2.0108814E7,SDN Cijantung 01 Pg.,Jl. Pertengahan,Pasar Rebo,260.0,11.0,"LINCE SIHALOHO, S.Pd",(021) 8706373,Baik,B
2.0109179E7,SDN Cijantung 02 Pg.,Jl. Pertengahan Gg. Kramat I,Pasar Rebo,332.0,13.0,,(021) 8416218,Baik,A
2.0108815E7,SDN Cijantung 03 Pg.,Jl. R.A. Fadillah No. 1,Pasar Rebo,372.0,17.0,"Suti Rahayu, M.Pd.",(021) 8404859,Baik,A
2.0108816E7,SDN Cijantung 05 Pg.,Jl. Pertengahan No. 4,Pasar Rebo,292.0,11.0,"HJ DUMILAH,S.Pd",(021) 8416232,Baik,A
2.0108817E7,SDN Cijantung 06 Pg.,Jl. Gongseng Raya RT010/RW01,Pasar Rebo,285.0,12.0,WARSINI,(021) 8704431,Baik,B
2.0109262E7,SDN Cijantung 07 Pg.,Jl. Gongseng Raya,Pasar Rebo,590.0,25.0,"RIDOYO, S.Pd",(021) 8704479,Baik,A
2.0108818E7,SDN Cijantung 08 Pg.,Jl. Pertengahan,Pasar Rebo,313.0,14.0,"ENY DYAH BUDIARTI, S.Pd., MM.",(021) 87784004,Baik,A
2.0108819E7,SDN Cijantung 09 Pt.,Jl. Gongseng Raya,Pasar Rebo,263.0,10.0,"A. Pramuji, S.Pd.MM",(021) 87704708,Baik,B
2.010882E7,SDN Cijantung 11 Pt.,Jl. Pertengahan No. 1 RT06/RW07,Pasar Rebo,187.0,9.0,Ari Perasmiasih,(021) 87798923,Baik,B
2.0104508E7,SDN Cikini 01 Pg.,Jl. Cidurian No. 2A,Menteng,206.0,12.0,Suratno,(021) 2306143,Baik,A
2.0104509E7,SDN Cikini 02 Pg.,Jl. Cidurian No. 2A,Menteng,205.0,10.0,ASHADI,(021) 3914131,Baik,B
2.010451E7,SDN Cikini 03 Pg.,Jl. Cidurian No. 2A,Menteng,142.0,6.0,Baban Syahbanul Farry,(021) 3926683,Baik,B
2.0104511E7,SDN Cikini 04 Pg.,Jl. Cidurian No. 2A,Menteng,120.0,8.0,Plh. Hj. Ni Luh Satrini Asri,(021) 31908358,Baik,B
2.0103112E7,SDN Cikoko 01 Pg.,Jl. Cikoko Barat IV No. 19,Pancoran,270.0,15.0,"Kasmini, S.Pd",(021) 79194650,Padat/Kumuh,A
2.0109302E7,SDN Cikoko 03 Pg.,Jl. Cikoko Raya,Pancoran,219.0,10.0,"Mulyadi, M.Pd",(021) 7945192,Baik,A
2.0103109E7,SDN Cikoko 04 Pg.,"Jl. B, Cikoko",Pancoran,202.0,10.0,Esben Naibaho,(021) 79195534,Padat/Kumuh,A
2.010583E7,SDN Cilandak Barat 01 Pg.,Jl. BDN I No. 72,Cilandak,190.0,10.0,"SARTINI, S.Pd.",(021) 7664712,Baik,A
2.0105831E7,SDN Cilandak Barat 03 Pg.,"Komp. MPR, Jl. Tanjung",Cilandak,174.0,10.0,"MUNIN, S.Pd",(021) 7696926,Baik,A
2.0103106E7,SDN Cilandak Barat 04 Pg.,Jl. BNI 46 No. 35,Cilandak,329.0,16.0,"SARBINI, S. Pd. SD.",(021) 7656029,Baik,A
