npsn,nama_sekolah,alamat,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0105652E7,SDS Duta Ursula,Jl. Tmn Duta Mas Blok F-4 No. 1,Grogol Petamburan,82.0,8.0,Sulistyawati,(021) 5647890,Baik,B
2.0105653E7,SDS E l o i,Jl. Tanah Sareal XVIII No. 17A,Tambora,56.0,10.0,"JESAYA BUNARDI, M. TH",(021) 6303367,Baik,B
2.0105026E7,SDS Eirene,Jl. Gadang No. 77,Tanjung Priok,60.0,6.0,"Estevien Vifin Mandagie, S.Th",(021) 43930518,Banjir,C
2.0103051E7,SDS Emerald Jakarta,Jl. Kenanga,Kebayoran Lama,20.0,11.0,"Farida Rachman,S.Psi.MM","(021) 766558, (021) 766551",Baik,A
2.0105656E7,SDS Esti Bakti,Jl. Kapuk Raya Gg. Taniwan,Cengkareng,210.0,10.0,Afrida Supriyati,(021) 5458406,Padat/Kumuh,B
2.0105027E7,SDS Fadhilah,Jl. Tungai Tiram,Cilincing,310.0,11.0,Parminah,(021) 70992854,Padat/Kumuh,B
2.0105028E7,SDS Fajar Indah,Jl. Waspada Raya l No. 30,Pademangan,429.0,17.0,"Handy Sulistyo,SE",(021) 64714183,Baik,A
2.0105657E7,SDS Fajar Sion,Jl. P. Jayakarta No. 1,Taman Sari,77.0,11.0,"LIANA,S.Pd",(021) 6598618,Baik,B
2.0105658E7,SDS Fajrul Islam,Jl. Tanjung Pura III,Kalideres,222.0,14.0,"Harningsih,S.Pd",(021) 95819445,Baik,B
2.0105029E7,SDS Fatahillah,Jl. Lodan Dalam II,Pademangan,290.0,14.0,"Teguh Idaryanto,S.Pd",(021) 6909008,Baik,B
2.0109032E7,SDS Fransiskus III,Jl. Bangunan Barat,Pulo Gadung,481.0,27.0,"Sr. M. AVELIN FSGM, S.Pd.",(021) 4751007,Baik,A
2.0105659E7,SDS Galatia 1,Jl. Seni Budaya VI No. 4,Grogol Petamburan,40.0,10.0,SOPHIA VC PICAULY,(021) 5675235,Padat/Kumuh,A
2.010566E7,SDS Galatia 2,Jl. Raya Merpati Raya No. 1,Grogol Petamburan,65.0,9.0,Lily Lidya Londah,(021) 5605122,Baik,A
2.0105661E7,SDS Galatia 3,Jl. Bambu Larangan No. 57,Kalideres,122.0,14.0,ELLY YANTI,(021) 5404554,Baik,A
2.0108956E7,SDS Gamaliel,Jl. Jembatan Besi II No. 45,Tambora,54.0,6.0,IKE WIHANA FATMASARI,(021) 6241749,Padat/Kumuh,B
2.010503E7,SDS Gandhi,Jl. Pengandaran I Blok B No. 4,Pademangan,384.0,30.0,Dra. Ester Sugianto,"(021) 6909902, (021) 6909903",Baik,A
2.0105662E7,SDS Garuda,Jl. Duri Utara I No. 1,Tambora,230.0,14.0,"Neneng Aristuti R, S. Pd",(021) 6313205,Padat/Kumuh,A
2.0105031E7,SDS Gaya Remaja,Komp. Eks Gaya Motor,Cilincing,89.0,10.0,"SRI UTAMI, S.Pd.SD.",(021) 4410646,Baik,B
2.010394E7,SDS Global Islamic School,Jl. Raya Condet No. 5,Kramat Jati,1083.0,113.0,"H. Ahmad Siroj, S.Ag","(021) 87786244, (021)87786254",Baik,A
6.9764507E7,SDS Global Montessori,Jl. Citra 2 Ex Blok Bji-2,Kalideres,,7.0,KURNIAWATI,(021) 54368336,Baik,Tidak Terakreditasi
2.0109311E7,SDS Global Nusantara School,Jl. Taman Meruya Blok L,Kembangan,46.0,7.0,"Jeanny Tjiudiningrat,S.Pd",(021) 58402899,Baik,A
2.0105033E7,SDS Hang Tuah 6,"Komp. TNI AL Sunter Kodamar, Jl. Tabah Raya",Kelapa Gading,442.0,20.0,"Asep Suprihatin, M.Pd",(021) 45850291,Baik,A
2.0104992E7,SDS Hang Tuah 8,Jl. Perintis Kemerdekaan,Kelapa Gading,149.0,10.0,H. Sagino Amd,(021) 45850054,Baik,B
2.0105032E7,SDS Hang Tuah I,Jl. Gorontalo III No. 24,Tanjung Priok,435.0,21.0,"Drs.Nursamsu Setiadi,M.Si",(021) 4371028,Baik,A
2.0106272E7,SDS Hang Tuah III,Komp. AL,Pasar Minggu,166.0,9.0,"Hj.Dwi Kustiati, S.Pd",(021) 7817787,Baik,A
2.0106273E7,SDS Hang Tuah IV,"Komp. Seskoal, Jl. L. Banda",Kebayoran Lama,392.0,14.0,Budi Santoso,(021) 7255775,Baik,A
2.0105034E7,SDS Hang Tuah V,"Komp. TNI AL Dewa Ruci, Jl. Khatulistiwa No. 2",Cilincing,366.0,14.0,"Haryanto, M.Pd",(021) 4417569,Baik,A
2.0104741E7,SDS Harapan,Jl. Cempaka Sari Depan,Kemayoran,154.0,11.0,Beny Setiawan. SE,(021) 4252611,Baik,B
2.0104742E7,SDS Harapan,"Jl. Pabrik Kulit No. 2, Mangga Dua Selatan",Sawah Besar,80.0,6.0,Rustaman,(021) 6258463,Baik,B
2.0105664E7,SDS Harapan,Jl. KS. Tubun I/3,Palmerah,111.0,8.0,Drs. Tri Djoko Bc.Hk,(021) 5635787,Padat/Kumuh,B
2.0103937E7,SDS Harapan Bunda,"Pulo Gebang Permai, Jl. Blok B",Cakung,137.0,11.0,Corry Christilla R,(021) 4605328,Baik,A
174680.0,SDS Harapan Bunda,Jl. Sekolah,Kalideres,,,,,,
2.0106274E7,SDS Harapan Ibu,Jl. H. Banan No. 1,Kebayoran Lama,528.0,55.0,Drs. Mahmudi,(021) 7511228,Baik,A
2.0105665E7,SDS Harapan Jaya,Jl. Setia C-2 No. 29,Cengkareng,193.0,11.0,JUMAIDAH,(021) 5401962,Baik,B
2.0105667E7,SDS Harapan Kasih,Jl. Tanjung Duren Barat V No. 7,Grogol Petamburan,96.0,7.0,"Rosmina Manurung, S.Pd.",(021) 5688403,Baik,B
2.0101748E7,SDS Harapan Lestari,Jl. Belimbing Raya No. 21,Cengkareng,137.0,9.0,Romika Lisda Siahaan,(021) 98190692,Baik,B
NP641574,SDS Harapan Prestasi,Jl. Dewi Sartika No. 293A,Kramat Jati,,4.0,,(021) 8002220,Baik,Tidak Terakreditasi
2.0105668E7,SDS Harvard,Jl. P. Tubagus Angke No. 33,Tambora,102.0,11.0,"Sumarni, S. Pd",(021) 6302294,Baik,A
2.0105669E7,SDS Hati Kudus,Jl. Kav. Polri A III No. 114-117,Grogol Petamburan,413.0,17.0,Suwandi,(021) 5662155,Baik,A
2.0104743E7,SDS Hati Suci,Jl. Hati Suci No. 7,Tanah Abang,121.0,14.0,Indriyanto,(021) 3157924,Baik,A
2.0109431E7,SDS Hati Suci,Taman Grisenda Blok D4 No. 22 - 23,Penjaringan,46.0,9.0,Sugiran,"(021) 5883840, (021) 5883841",Baik,A
2.0108939E7,SDS High Scope Ind. Unit Alfa Indah,Jl. Taman Alfa Indah Blok A No. 9,Kembangan,95.0,23.0,Amelia Budisantoso,(021) 541059,Baik,A
2.0109397E7,SDS High Scope Indonesia,"Jl. Casablanca IX Bukit Gading Mediterania, Kelapa Gading",Kelapa Gading,322.0,41.0,NGAISYAH,(021) 45860927,Baik,A
2.0106275E7,SDS High/ Scope Indonesia,Jl. TB. Simatupang No. 8,Cilandak,550.0,43.0,EVA TANTRI MAHASTRI,(021) 75917888,Baik,A
2.0109575E7,SDS Holy Angels,Jl. Taman Aries Utama No. 8,Kembangan,135.0,13.0,"Yohanes Jokoprasojo, S.Pd.",(021) 98284508,Baik,Tidak Terakreditasi
2.0104301E7,SDS Hudatul K.,Jl. Mesjid Al Mabruk,Kramat Jati,130.0,9.0,"Sahdi Zaman, S.Pd.I, MM",,Baik,B
2.0108964E7,SDS I Hidayatul Islamiyah,Jl. Sapi perah Gg. Madrasah,Cipayung,356.0,17.0,"Suroto, S.Ag",(021) 8440279,Baik,A
2.0109087E7,SDS I. T. Al Manar,Jl. Pd. Kelapa Selatan,Duren Sawit,263.0,20.0,"Aminuddin, S.Pd.I",(021) 8651211,Baik,A
2.0109078E7,SDS I. T. Asy. Syakiriin,Jl. Betung VIII  No. 326,Duren Sawit,208.0,18.0,"Soekarso, BA",(021) 8612386,Baik,B
2.0108871E7,SDS Ibnu Sina,Jl. Madrasah II No. 10,Duren Sawit,353.0,29.0,"Niken Tri Astuti, S.Pd.",(021) 86604439,Baik,A
2.0109405E7,SDS Ichthus,Jl. H. Batong 1- 1A/Jl.Caringin Barat No. 1,Cilandak,167.0,20.0,YONGKI INDRIANI K,(021) 75908820,Baik,A
2.010568E7,SDS Ichtus,Jl. Surya Mandala III Blok N-2 No. 11,Kebon Jeruk,180.0,21.0,Sri Waruji,(021) 5812228,Baik,A
2.0105682E7,SDS Immanuel,Jl. Al-Amanah Raya A No. 145,Grogol Petamburan,143.0,9.0,"HARTONO, S.Pd.M.M",(021) 5601577,Baik,A
2010.0,SDS Immanuel,Jl. Kemenangan VIII Dalam No. 1A,Taman Sari,,7.0,Minar br Simbolon,(021) 6494953,Baik,B
2.0101745E7,SDS Impian Bunda,Kosambi Baru,Cengkareng,156.0,13.0,"Mariana, S.Pd",(021) 5410742,Baik,A
6.9753975E7,SDS Indonesia Persada Gemilang,Jl. Utan Kayu No. 20,Matraman,,9.0,Nurul Auliya,(021) 85912730,Baik,Tidak Terakreditasi
2.0103082E7,SDS Indriyasana,Jl. H. Ramli Utara No. 29,T e b e t,131.0,8.0,Dra. Hana Rahma Wati,(021) 8354862,Baik,A
2.0108957E7,SDS Insan Mulia,Jl. Al-Barkah Raya No. 99,Cengkareng,450.0,18.0,"H. Syamsuri, S.Ag",(021) 58300587,Baik,A
2.0105684E7,SDS Ipeka Puri,Jl. Puri Indah Blok I,Kembangan,632.0,42.0,Lidya Herlijani,"(021) 5809003, (021) 5809006",Baik,A
2.0106277E7,SDS Islam Ahdi,Kemang Raya No. 84,Mampang Prapatan,84.0,13.0,Hj. Markiah HS. S.Pdi,(021) 7195383,Banjir,B
2.0103935E7,SDS Islam Al Azhar 19,Jl. Sentra Primer Baru Timur,Cakung,1064.0,51.0,Sarjiran,"(021) 4801362, (021) 48703004",Baik,A
6.9758274E7,SDS Islam Al Hambra,Jl. Kubur Islam No. 55 A,Kebayoran Lama,,9.0,Winarto,(021) 72780139,Baik,Tidak Terakreditasi
2.0103936E7,SDS Islam Al Hilal,Jl. Raya Bekasi Km. 25,Cakung,102.0,8.0,"Pitriawati, S.Sos.I",(021) 91276972,Baik,B
2.0105685E7,SDS Islam Al-Huriyyah,Jl. Kebon Jahe No. 65,Cengkareng,138.0,8.0,"PEPENG, S. Ag",(021) 54394101,Padat/Kumuh,B
2.0109394E7,SDS Islam Al-I'tishom,Jl. Tanjung Barat Selatan,Jagakarsa,134.0,13.0,"Sulaiman Hadi, S.Ag",(021) 78830446,Baik,A
2.0108983E7,SDS Islam An Nur,"Jl. Batu Saphir No. 50, Pulomas",Pulo Gadung,181.0,10.0,"H. MOH. RAYESH, S.Ag","(021) 47860636, (021) 95856619",Baik,C
2.0103075E7,SDS Islam An-Nuriyah,Jl. Timbul No. 60,Jagakarsa,538.0,22.0,NURHASAN,(021) 7271233,Baik,A
2.0108427E7,SDS Islam Assa'adah,Jl. Tanjung Lengkong No. 21,Jatinegara,204.0,11.0,"Supriyono, S.Pd.SD",(021) 85917526,Padat/Kumuh,B
2.0109215E7,SDS Islam Assa'adah,Jl. Madrasah No. 14,Pulo Gadung,102.0,9.0,MELIA SUSANTI,(021) 4899678,Baik,B
2.0106279E7,SDS Islam Assaadah,Jl. Puri Mutiara II No. 29A,Cilandak,58.0,6.0,SYAFRIADI,(021) 7655990,Baik,B
2.0109016E7,SDS Islam At Taubah,Jl. Pulo Mas Barat V,Pulo Gadung,786.0,33.0,Dra. Hj. YENI FAWISNA,"(021) 47864275, (021) 47860531",Baik,A
2.0109114E7,SDS Islam At-Taqwa,Jl. Daksinapati Raya No. 2 RT10/RW14,Pulo Gadung,423.0,38.0,"MOHAMAD ROSID, S.Pd.",(021) 47864568,Baik,A
2.0106312E7,SDS Islam Avicenna,Jl. RM. Kahfi II No. 66,Jagakarsa,312.0,18.0,Agus BM,(021) 78884887,Baik,A
2.0105686E7,SDS Islam Bahagia,Jl. Kali Anyar Raya No. 18,Tambora,278.0,10.0,"LISDA RAHMAWATI, M.Pd",(021) 6312725,Padat/Kumuh,B
2.0109083E7,SDS Islam Darus Syifa,Jl. S. Barito No. 45 Kp. Kurus,Cilincing,122.0,11.0,Abal Ma'ali,(021) 44833909,Baik,Tidak Terakreditasi
6.9769373E7,SDS Islam Ibnu Hajar,Jl. Raya Munjul Gg. Musholah No. 11,Cipayung,,8.0,,(021) 70217175,Baik,Tidak Terakreditasi
2.0109003E7,SDS Islam Mambaul Ulum,Jl. Dewi Sartika No. 07,Kramat Jati,197.0,17.0,"Marzukoh, S.Ag.",(021) 8014414,Baik,A
2.0105687E7,SDS Islam Perti,Jl. Tawakal Raya No. 99,Grogol Petamburan,88.0,10.0,Drs.Sodik Harjono,(021) 5608713,Baik,B
2.0109461E7,SDS Islam Rawasari,Jl. Rawasari Barat. VII No. E-108,Cempaka Putih,32.0,10.0,SOFYAN.MM,(021) 4207001,Baik,B
2.0106281E7,SDS Islam RPI,Jl. H. R. Rasuna Said,Setia Budi,187.0,17.0,Dra. Faizah Sidik,(021) 98251046,Baik,A
2.0105688E7,SDS Islam Tambora,Jl. Tambora Mesjid No. 11,Tambora,117.0,8.0,"NANI Z NIRONI, S.Pd",(021) 6328948,Banjir,B
2.0104776E7,SDS Islam Terpadu Meranti,Jl. Kalibaru Timur V No. 15,S e n e n,329.0,23.0,Handhi Sugizarto S.Pd.MM,(021) 42876532,Baik,A
2.0105689E7,SDS Islam Terpadu Yasiru,Jl. Pahlawan 3 No. 46,Kebon Jeruk,203.0,13.0,"Agus Solehudin,S.Ag, S.Pd.I",(021) 32294095,Padat/Kumuh,B
2.0109341E7,SDS Islam Tugasku,Jl. Pulomas Jaya No. 2,Pulo Gadung,448.0,39.0,"RITA NOVITA, Dra.",(021) 47861130,Baik,A
2.0102743E7,SDS IT Al Ittihaad,Tebet Mas Indah 1,T e b e t,248.0,19.0,"Purwanto, S.Pd",(021) 8354790,Baik,A
2.0109192E7,SDS IT. As Sa'adah,Jl. Jaha No. 17,Pasar Rebo,355.0,39.0,Anita Kusumawaty,(021) 87713796,Baik,A
2.0109108E7,SDS Jakarta Islamic School,Jl. Manunggal I No. 17,Makasar,948.0,35.0,NANA NURDIANA,(021) 86612154,Baik,A
2.0110342E7,SDS Jakarta Islamic School,Jl. Rudal V No. 16 Kav. Hankam,Kembangan,422.0,29.0,"Ali Imron, S.Pd",(021) 5866229,Baik,A
2.0105036E7,SDS Jawamiul Ulum,Jl. Dukuh Timur No. 59,Cilincing,38.0,6.0,"H. Hermanto, S.Pd.I",(021) 4401550,Baik,Tidak Terakreditasi
2.0105037E7,SDS Jembatan Baru,Jl. Inspeksi Kali Sunter,Kelapa Gading,89.0,9.0,Djusafniar,0858 14476187,Banjir,B
2.0109347E7,SDS Jubille,Jl. Sunter Jaya I,Tanjung Priok,513.0,58.0,Jeanny Cahyana,(021) 65300300,Baik,A
2.0105022E7,SDS K. Diakonia,Jl. Pluit Utara Raya No. 2,Penjaringan,114.0,12.0,Dra. V.M. Ayrika Susanto,(021) 6693742,Baik,A
2.010504E7,SDS K. Harapan Mulia,Jl. Pademangan Ujung Blok D,Pademangan,60.0,7.0,Maurin G Suawah,(021) 6412761,Baik,B
2.0109055E7,SDS Kairos Gracia,Jl. Citra Garden II Blok P6-I,Kalideres,509.0,29.0,"Josephine Manos Bulac, B.S.Mat",(021) 5459901,Baik,A
2.0105692E7,SDS Kalam Kudus,Jl. Green Garden Blok B No. 1,Kebon Jeruk,65.0,10.0,Dra. Selby Puspitasari,(021) 5827066,Baik,A
2.0105691E7,SDS Kalam Kudus,Jl. Tangki Lio Timur No. 48-49,Taman Sari,57.0,11.0,Wiliati Gunawan,(021) 6295381,Padat/Kumuh,A
2.0105693E7,SDS Kalam Kudus III,Kosambi Baru Blok D4 No. 1,Cengkareng,304.0,16.0,Susilowati Widjaja,(021) 541164,Baik,A
2.0105694E7,SDS Kali Baru,Jl. Kali Anyar V No. 18,Tambora,190.0,9.0,"Hj. Siti Saadiah H.U, S. Pd",(021) 6319668,Padat/Kumuh,B
2.0105047E7,SDS Kampung Sawah,Jl. Raya Cakung Cilincing,Cilincing,394.0,5.0,"ESTIK ZAHIROH, S.Pd.I",(021) 44651943,Padat/Kumuh,B
2.0109429E7,SDS Kanaan,"Jl. Kran Raya No. 7, Jakarta Pusat",Kemayoran,266.0,20.0,MEINY MARINGKA,(021) 4243769,Baik,A
2.0105695E7,SDS Kanaan Global School,Jl. Boulevard Blok L2 Perum Taman Surya III,Kalideres,363.0,13.0,Sarno,(021) 6194528,Baik,A
2.010475E7,SDS Karmel,Jl. Taruna IX No. 1,Kemayoran,89.0,8.0,Yusak Yatono,0815 8790879,Baik,B
2.0108998E7,SDS Kartika VIII -1,Jl. Anyelir Cijantung II,Pasar Rebo,542.0,33.0,AGUNG SUKARDI.S Pd,(021) 8410318,Baik,A
2.0106287E7,SDS Kartika VIII-5,"Komp. Zikon 13, Jl. Seroja",Jagakarsa,395.0,16.0,"Sukirman, S.Pd.",(021) 7864627,Baik,A
2.0105041E7,SDS Kartika VIII-7,"Komp. TNI AD, Jl. Lagoa Kanal",Tanjung Priok,163.0,10.0,Wagiono,(021) 70282117,Baik,B
2.0106284E7,SDS Kartika X,Jl. Cendrawasih Raya,Kebayoran Lama,97.0,12.0,"ISNAINI FARIDA, S.Pd I",(021) 29043789,Baik,A
2.0109373E7,SDS Kartika X-1,Jl. Jend. Urip Sumohardjo No. 12,Jatinegara,85.0,10.0,"Niniek Suwarti, S.Pd",(021) 70985192,Baik,B
2.0106285E7,SDS Kartika X-2,Jl. Anggrek No. 1,Pesanggrahan,428.0,19.0,Lientje Femmy Saroinsong,(021) 7362900,Baik,A
2.0106286E7,SDS Kartika X-4,Jl. Prajurit No. 1,Pesanggrahan,446.0,19.0,Nining Suryaningsih,(021) 7371327,Baik,A
2.0108879E7,SDS Kartika X-4,Jl. Temulawak IV KPAD,Ciracas,307.0,14.0,"Lismiyati, S.Pd",(021) 87753080,Baik,A
2.0105696E7,SDS Kartika X-5,Jl. Daan Mogot Km. 17,Kalideres,278.0,14.0,"Nuryani, S.Pd",(021) 5450127,Baik,B
2.0103931E7,SDS Kartika X-7,"KPAD, Jl. Pomad No. 1",Makasar,324.0,13.0,PAMUJI,(021) 8607522,Baik,A
2.0103929E7,SDS Kartika XI-2,Jl. Rantai Emas Bulak Rantai,Kramat Jati,,19.0,,(021) 8009726,Baik,A
2.0108323E7,SDS Kartika XI-4,Jl. Kesatrian V No. 1,Matraman,90.0,10.0,"Agus Asianto ,S,Pd.Bsc",(021) 8516526,Baik,B
2.0104751E7,SDS Kartini,Jl. Kalibaru Timur V No. 1,Kemayoran,136.0,13.0,Dra.Murti Sudarwati,(021) 4267404,Baik,A
2.0101755E7,SDS Kartini,Jl. Cengkareng Indah AC 28-29,Cengkareng,44.0,8.0,T. PONTJOWIBOWO,(021) 83942219,Baik,C
2.0105699E7,SDS Kartini,Jl. KS. Tubun I No.16 Rt.010/04 K,Palmerah,131.0,8.0,"PARLINA ARYANI,S.Pd",,Baik,B
2.0105698E7,SDS Kartini,Jl. Mangga Besar Raya No. 77,Taman Sari,4.0,10.0,"SULASMAN MULYONO,S.E,M.Pd.",(021) 6282680,Baik,C
2.0105043E7,SDS Kasih Ananda,Jl. Raya Pengangsaan Dua No. 3,Kelapa Gading,432.0,18.0,"Hj. Sri Suwarni, S.Pd",(021) 4603005,Baik,A
2.0103886E7,SDS Kasih Ananda II,Jl. Raya Penggilingan,Cakung,269.0,12.0,"Entis Sutisna, M.M",(021) 4809606,Baik,B
2.0101757E7,SDS Kasih Bunda,Jl. Taman Kota Blok E No. 5,Kembangan,120.0,10.0,"Ir. Thomas, MM",(021) 5810062,Baik,B
2.0110263E7,SDS Kasih Bunda,Jl. Taman Sari VIII No. 68-70,Taman Sari,,1.0,Mikysari,(021) 6496804,Baik,Tidak Terakreditasi
2.0105044E7,SDS Kasih Imanuel,Jl. Kampung Sawah,Cilincing,126.0,12.0,Maurine Novrelleta,(021) 4416946,Padat/Kumuh,B
2.0109909E7,SDS Kasih Immanuel,Taman Palem Lesari A-10 No. 5,Cengkareng,118.0,11.0,LIE ELLIEN YULIANA,(021) 55952782,Baik,A
2.0105045E7,SDS Kebon Baru I,Jl. Blok X Gg. IV No. 25,Cilincing,143.0,10.0,"Lidyana, M.Pd",(021) 4407177,Baik,A
2.0105046E7,SDS Kedang Uyelewung,Jl. Muara Bahari Bak Air II No. 29,Tanjung Priok,107.0,8.0,"Jalaluddin, S.Pd.I",(021) 4304635,Baik,B
2.010943E7,SDS KeenKids,Jl. Ciputat Raya No. 2,Kebayoran Lama,64.0,15.0,"MELANI QUINTANIA, S.E,M.Pd",(021) 7294170,Baik,Tidak Terakreditasi
2.0103088E7,SDS Kemala Bhayangkari,Jl. Pondok Karya II C No. 22,Mampang Prapatan,154.0,9.0,Drs. Sugiarto,(021) 71790181,Banjir,B
2.0106288E7,SDS Kemala Bhayangkari 3,"Komp. POLRI, Ampera",Pasar Minggu,352.0,19.0,Suharno Spd,(021) 788301931,Baik,B
2.0109132E7,SDS Kemala Bhayangkari 5,Jl. Komp. Polri Cipinang,Pulo Gadung,281.0,14.0,"YUSNIDAR YUSUF, S.Pd.",(021) 47863663,Baik,A
2.0104839E7,SDS Kemala Bhayangkari I,Jl. Rorotan XII,Cilincing,354.0,12.0,"SUWARNI,S.Pd",(021) 44851042,Baik,A
2.0105703E7,SDS Kemuliaan,Jl. Manunggal Kalipasir No. 1,Cengkareng,223.0,13.0,"H. Mochamad Mausul, Lc",(021) 54392652,Baik,B
2.0105704E7,SDS Kemuliaan Bunda,Jl. Terate Raya No. 43,Tambora,136.0,12.0,SIGIT PRAWOTO,(021) 6392203,Padat/Kumuh,A
2.0105705E7,SDS Kemurnian,Jl. Kemurnian V No. 209,Taman Sari,157.0,15.0,"Mariany Kamal, S.Pd",(021) 6335236,Baik,A
2.0105707E7,SDS Kemurnian 3,Jl. Perum Citra II Blok A No. 3,Kalideres,348.0,21.0,"Emyliana Retnowati, S.Pd",(021) 54390005,Baik,A
2.0105706E7,SDS Kemurnian II,Komp. Green Ville Blok Q No. 209,Kebon Jeruk,424.0,27.0,"Ratna Arawati Suwarna, S. Pd.",(021) 5605556,Baik,A
2.0104754E7,SDS Kencana,Jl. Waja III No. 1,Kemayoran,346.0,13.0,Drs.Alex Karwan,(021) 4264851,Baik,A
2.0104755E7,SDS Kepodang,Jl. Tmn Sunda Kelapa No. 16A,Menteng,25.0,8.0,"SUFIYAH, S.Pd",(021) 31935135,Baik,A
2.0105708E7,SDS Kertapawitan,Jl. Komp. Imigrasi No. 49,Cengkareng,287.0,18.0,"TUMINAH, S.Pd",(021) 6190864,Baik,A
2.0105709E7,SDS Ketapang II,Jl. Panjang No. 1Q,Kebon Jeruk,67.0,10.0,Kangtinajati Kurniadi,(021) 5689292,Baik,A
2.0104757E7,SDS Khairul Uswah,Jl. Petamburan II No. 43,Tanah Abang,128.0,10.0,"Puja Basuki,S.Pd.I",(021) 53679889,Baik,C
6.9758231E7,SDS Kinderfield,Jl. Raya Rawa Domba No. 88,Duren Sawit,,13.0,"JUSTITIA, S.Kom",(021) 86602510,Baik,Tidak Terakreditasi
6.9726767E7,SDS Kinderfield,Jl. Bisma Raya Blok A No. 57,Tanjung Priok,85.0,10.0,LEO AGUSTINUS,(021) 65305120,Baik,Tidak Terakreditasi
2.0103884E7,SDS Kresna,Jl. Mandala V RT005/RW03,Kramat Jati,184.0,10.0,"Sutarjo, S.Pd.",(021) 8011566,Baik,B
2.0103882E7,SDS Krida Putra,"Komp. Kehakiman, Jl. Cipinang Baru",Pulo Gadung,155.0,10.0,"YAYAH SARIYAH,S.Pd.I",(021) 47862753,Baik,B
2.0108429E7,SDS Krishna,Jl. Otto Iskandardinata II No. 25,Jatinegara,199.0,11.0,"Harno,S.Pd",(021) 8197970,Baik,B
2.0109017E7,SDS Kristen 4 BPK Penabur,Jl. Tarum Barat Cipinang Indah,Duren Sawit,928.0,43.0,"Wahyu Kristiani, S.Pd.",(021) 8603871,Baik,A
2.0104758E7,SDS Kristen Anugerah,"Jl. Kartini Raya No. 10-11, Pasar Baru",Sawah Besar,122.0,14.0,L. Elfianus Paul Kaligis,"(021) 3457635, (021) 3864674",Baik,A
2.0108436E7,SDS Kristen Berkat,Jl. Raya Jatinegara Timur No. 89,Jatinegara,81.0,8.0,Serius Simatupang,(021) 8197105,Baik,A
2.010476E7,SDS Kristen Bethel,Jl. Petamburan IV No.4,Tanah Abang,148.0,11.0,"O Erlyana N, S.Pd",(021) 53676890,Baik,A
2.010388E7,SDS Kristen Cahaya Bangsa,Jl. Kelurahan Ujung Menteng,Cakung,136.0,10.0,"Mertin,S.Pd",(021) 4611850,Baik,A
2.010571E7,SDS Kristen Cenderawasih,Jl. Cenderawasih Raya No. 60,Cengkareng,180.0,14.0,Yosephine Pudyastuti,(021) 6191116,Baik,A
2.0105655E7,SDS Kristen El-Shaddai,Jl. Citra Garden 5 Blok D6 No. 1,Kalideres,126.0,10.0,Medi Sinaga .S.PAK,(021) 55961469,Baik,B
2.0105048E7,SDS Kristen Genezaret,Jl. Bandengan Utara No. 40D,Penjaringan,331.0,16.0,"Elisabeth W, S.Pd",(021) 6603469,Baik,B
2.0104761E7,SDS Kristen Halelluyah,"Jl. Industri I No. 34-35, Gunung Sahari Utara",Sawah Besar,153.0,7.0,Sri Lestari,(021) 6266941,Baik,A
2.0104762E7,SDS Kristen I BPK Penabur,Jl. H. Samanhudi No. 29 Pasar Baru,Sawah Besar,578.0,35.0,Jeane Dinawati Sutedja,(021) 34834420,Baik,A
2.0104763E7,SDS Kristen II BPK Penabur,Jl. Pembangunan I No. 23,Gambir,550.0,28.0,"Joko Mulyono, S.Pd.",(021) 63850349,Baik,A
2.0100187E7,SDS Kristen III Penabur,Jl. Gunung Sahari 90A,Kemayoran,,23.0,"Susanty Magdalena, S.Pd.",(021) 4214824,Baik,A
2.010505E7,SDS Kristen Ipeka I Sunter,Jl. Agung Permai No. 15,Tanjung Priok,568.0,32.0,"Esther Oey,S.Pd",(021) 6459584,Baik,A
2.0109344E7,SDS Kristen IPEKA Pluit,Jl. Pluit Timur Blok B Utara No. 1,Penjaringan,435.0,28.0,Lanni Linawati Liman,(021) 6613575,Baik,A
2.0105711E7,SDS Kristen IPEKA Tomang,Komp. Green Ville Blok SD,Kebon Jeruk,625.0,43.0,Monique Natasha,(021) 5672768,Baik,A
2.010629E7,SDS Kristen IX Penabur,Jl. Halimun No. 5,Setia Budi,232.0,18.0,"Djanurida Surjawati,S.Pd",(021) 8303187,Baik,A
2.0104766E7,SDS Kristen Karunia,"Pasar Baru, Jl. Gereja Ayam No. 12",Sawah Besar,85.0,13.0,Janty Sutanto,(021) 3442553,Baik,A
2.0104756E7,SDS Kristen Ketapang I,Jl. K.H. Zainul Arifin No. 35,Gambir,182.0,16.0,Indra Astuti,(021) 6322588,Baik,A
2.0109051E7,SDS Kristen Lemuel II,Jl. Raya Pos Pengumben No. 30,Kebon Jeruk,138.0,14.0,Grace Aulina Dethan,(021) 5302668,Baik,A
2.0104767E7,SDS Kristen Nazarene,Jl. Karang Ayar Utara No. 4,Sawah Besar,34.0,9.0,Redawati Sipahutar S.Pak,(021) 6282250,Padat/Kumuh,B
2.0105051E7,SDS Kristen Nazaret,Jl. Jembatan Dua No. 29,Penjaringan,64.0,9.0,Ine Syahmine,(021) 6695869,Baik,B
